company_id,name,parent
CR995957633946,Leseas Properties Ltd,C395103917016
CR99717842291,Soras Coventry Properties Limited,S125570395564
CR99819735042,STRANERES MIDLANDS,C803944331958
R100169761653,TANUNI ASSOCIATED PROPERTIES LTD,R319811135363
R100229635982,Gree New Properties,R386143586539
R100239634459,SUNIRESUNI OLD LAND PLC,S553977206477
R10062918394,RESORA,C27815713567
R101017891845,resonestr b & co ltd,S687156583141
R103192477435,strorachee coventry,R39059142650
R104424446418,grallis coventry uk limited,C847342952272
R10465861083,Gree B Ltd,CR933706922865
R10477328771,tanalligr coventry land plc,R789439328159
R10679208003,Challis Midlands Group Ltd,S308267184470
R106933662854,LESANESTRALLI LIMITED,
R107663484505,Gritebr leseegr,CR27633886499
R109177528200,tanunilesite london properties limited,CR893460905491
R10946836940,Straneres Associated Land Limited,R697257440259
R110388737627,LESORABR STRUNIBR PROPERTIES PLC,R404345150334
R111965215699,TANILETANALLI LIVERPOOL LIMITED,S313405170593
R11227525745,gluni properties plc,R776524428366
R11268949014,lesilegl glea properties ltd,CR119027379060
R113920168643,grite & co,CR184088887918
R116495866069,Tanunitan Land,CR223836514978
R119341965993,SUNICH SUNITAN & CO,CR774204321512
R122794652818,TANANEGRILE OLD LIMITED,C84755214743
R12296968358,Cheasea Midlands,C874286179177
R124053891237,sone see & co limited,S598748209011
R127156799208,CHITESTRUNI ASSOCIATED UK PLC,R350444816882
R128422925265,Taniletanone B Land Ltd,C351608339969
R128824292605,Sea Midlands Plc,R716243391063
R129469629998,gluni liverpool group ltd,S611698724195
R12996266868,sea wales land ltd,S317239731666
R130977534047,Brane Ltd,C903490391789
R131038522767,lesane uk limited,
R136444676053,Resonestr gritebrile & Co Limited,S917665873990
R136524697887,suniresuni associated plc,C27815713567
R136553502403,chile ii uk,S160390550818
R138458319309,suniresuni lesunitanane uk ltd,CR387710716445
R139137961885,stranech & co plc,S917665873990
R140663478388,Chile broneles & Co Ltd,S160390550818
R141016441195,TANILE PROPERTIES LTD,R713689431914
R14146819289,brile liverpool plc,S160047198541
R143049311520,Gritebrile Liverpool International,R136444676053
R144171123226,brunigl coventry & co plc,S62808276123
R144594737078,taniletanone old limited,C351608339969
R144770447190,Salliglee & Co Ltd,R494141357148
R144811317818,Tananebrite,C803944331958
R145281742347,Sonelesile B Plc,C958668480001
R146356501002,Gritebr Associated & Co Limited,C22527040613
R146396598682,Resane Group Plc,R585922217025
R147024987557,streeres group,C91966670455
R150181702366,Greebrile tanorabr Plc,S261296465581
R150638381516,Glitesuni Ltd,C35628323290
R151445227267,Sonelesile B Group Ltd,R60777211815
R151607458266,Chite,S50157765052
R151919292782,gree wales & co,CR260574629460
R153125531805,Resalli B International Plc,CR290372190391
R153231178440,chora new international,C500371377607
R153480485401,Sonelesile Coventry Ltd,C958668480001
R154189853576,Cheagr London Plc,S159695141697
R15424266056,Gruni II Properties,CR327996901945
R157362192889,GLONE OLD & CO LTD,CR431713809270
R158107715399,Strora B,C604284450655
R158672161428,Sonelesile Midlands Land Limited,R60777211815
R159957473470,Straneres Midlands & Co Ltd,R39690855373
R161406618759,Resile London UK Ltd,S137591360572
R162156989246,lesoneglea liverpool properties limited,CR832577280426
R162836521908,Stritech London Plc,CR852538283044
R163803816690,gree new plc,R59414441376
R16412228157,resallisane international limited,S79352821740
R1642584933,gree associated international ltd,C954986167499
R164754832926,Tanalligr B Land Limited,R789439328159
R16544636140,BRALLI GLORASTR GROUP PLC,S484032499382
R165452800042,Gluni B & Co Plc,R594592226202
R167915124903,Glonelesite Associated International Plc,C940703370871
R168749386514,Tanoneles,CR591486118458
R16893109364,tanalligr ii land,R789439328159
R169302847947,GREE ASSOCIATED LTD,S332940840982
R171002692473,Greastrile Coventry UK Limited,S66141111704
R17136826010,Resanebrone London International,R703033523648
R171433393188,Gronebrile tanuni & Co Ltd,CR948287192058
R171873594825,Tanalligr resuniles UK Limited,S33878076967
R172040965154,Taneabr London UK,C25868452830
R172209377459,tanane limited,CR102968664636
R1731459424,RESONEBR COVENTRY & CO,CR473170780453
R173668859267,SUNIRESUNI OLD PROPERTIES LTD,R494141357148
R17463044080,Griteres II International,S693398931314
R174989158392,LESALLI UK PLC,R713689431914
R17704501993,CHALLIGR RESEAGRONE GROUP,C771790419556
R177105721207,CHORA UK LTD,
R177181828504,Graneglora Midlands Land,S479933976890
R177222299115,See London & Co Ltd,R572622580762
R179068489592,Lesanestralli Associated & Co Ltd,CR109834616166
R17994860829,soneresite associated international ltd,C436822897812
R180465869580,sea b plc,R19963443844
R180865833599,Resalli London Land Ltd,R904296176253
R1813802771,Sonestr UK Ltd,C366835766942
R181720549497,lesanestralli london limited,C949357294459
R183048759073,Chitegl Wales Properties Plc,CR795762947410
R185419277893,LESILERES RESUNICH UK,CR490222687270
R18639835065,Taneabr B Plc,C918306506787
R18675687773,Grallis Coventry UK Ltd,C847342952272
R18816932410,Chitetan glanestrora Group Plc,S830434128154
R188967425131,TANILETANALLI STRUNI PROPERTIES,S313405170593
R193790931694,greebrile ii plc,C858370192866
R193832782457,Tananegrile grea Properties Limited,C84755214743
R193839205590,resite old land ltd,S223039727902
R194618696176,challi,R713689431914
R197161576656,gree london international plc,C956946519859
R199156300084,Tanunilesite B UK Limited,CR893460905491
R19963443844,Sea Old,C475440181821
R200638340628,gronebrile midlands plc,CR948287192058
R202607941756,Reseastrane Associated Plc,C205544922474
R203642467307,Bralliglora Ltd,R193839205590
R204028298452,Chiteles Wales International Plc,R910982612024
R204173337837,lesora properties limited,S770471660122
R206538897304,sora ii & co,R883163435488
R208185985850,Gree lesilebrile UK Limited,CR29173308363
R208917493148,Resalli Land Limited,R768408287428
R209582834537,Chone Land Ltd,S416556682145
R209718266622,Gree stralliles Properties Plc,C324658304029
R210720844792,Tanunilesite New,R328963734041
R210999886661,Gleetan New Ltd,CR593141180224
R211880743431,Seesane UK Plc,R380605900114
R213107239370,SALLIGLEE LONDON LAND,C51237546364
R21364351451,STRANECH COVENTRY UK,R139137961885
R214698771327,LESALLI UK,
R214833387865,RESITECHEA CHILE GROUP PLC,S961455479449
R215332472704,cheagr new plc,R52487232234
R216373719366,LESILERES II LTD,CR490222687270
R21863986536,TANALLICHITE LIMITED,CR184088887918
R218657975025,chunistrane group limited,CR933706922865
R219047921703,Bralli Midlands,R277179675397
R219515147930,brileresalli tanones land limited,S716753859100
R220670815255,Sea London & Co Limited,C189980614278
R220885712427,Chites Old International,R925312625630
R221245590880,Brile Land Ltd,R855775610026
R221457814655,Gleatan Midlands Group Ltd,R308416853768
R221671377929,STRILES ASSOCIATED LIMITED,C707626511113
R222878595773,Tanite Coventry Properties Plc,C124976121037
R223073225795,Sea tanee UK Limited,CR388594154040
R22314728119,Sea Liverpool Land Plc,C335722169923
R225517534004,Sanegree lesilegralli Properties,CR49340755304
R22598570965,Sallitanuni Old International,R380605900114
R22823595935,Breeglone britegrora International Ltd,CR514412296020
R228909562964,SEA LONDON LIMITED,S765454915942
R229328645085,Strilelesile chuni International Plc,R271332101248
R229761284273,GREE RESORACHUNI LAND PLC,R59414441376
R230443621163,Stroralesora Limited,CR186026359004
R230539284978,Salliglea taneegr Properties,R771728523727
R230606793625,Graneglora Wales Ltd,S479933976890
R23146225343,gree associated,R59414441376
R231972754933,Gritebr Associated Plc,R491261705032
R232968389957,Lesilegl New Plc,CR119027379060
R233578929432,Gree B International Limited,C956946519859
R233705955466,Chunich,
R233735728964,Taneabr Old & Co,C918306506787
R236345821180,gliteles old & co plc,C83000252052
R23711290992,See Midlands Group Plc,S145230869099
R23721321615,See II UK,S145230869099
R23776857499,STRORACHEE MIDLANDS UK PLC,R677791634568
R23792748461,Resuni New International Ltd,C726313231589
R238880766901,GRALLIS GLEE LIMITED,C847342952272
R23947143225,Salliglee sone International Plc,CR644000980188
R241265464035,lesoneglea associated land limited,CR832577280426
R24428290502,Gruni Associated Limited,C877394517686
R245222966547,Strilelesile Liverpool International Limited,R271332101248
R245333689855,Chile Liverpool Group,CR374662930956
R24540656616,Suniresuni London Ltd,C366835766942
R246500314839,Tanunigl Associated,C275167256486
R24795883507,Soneresite strallires International,C436822897812
R250201252375,suni uk,S95412667768
R250957557703,Greebrile Midlands Ltd,S776448291825
R253162945119,Resonestr Midlands Properties,C622523283889
R254444815815,Brorabr sileres Group Ltd,CR113171117883
R256349648922,Resite grilesee UK Ltd,R193839205590
R256553904207,Tanallires Group Plc,R59414441376
R258511646833,Bralli Group,C940703370871
R25872582933,Lesane & Co Plc,CR349788832849
R259534640554,Granegr Group Ltd,CR967761584959
R259623184722,strilelesile grone plc,R271332101248
R260518643674,chora coventry international plc,S675993292454
R261338833598,Gluni grunichalli Properties Plc,S393536486797
R263041557154,Chaneresite Plc,CR435022104004
R26312636707,Tanile,CR893460905491
R263615811828,Lesanestralli New,C949357294459
R264464999344,TANALLITAN & CO LIMITED,CR246376658590
R267093501745,lesanestralli b properties,CR779332498584
R267407948320,straneglea ii & co,S997473245448
R268135292728,TANUNILES PLC,C742849827
R268186817190,RESALLI II LAND LTD,CR880041495858
R269418758472,Bralli bruni Limited,S48628617912
R271332101248,STRILELESILE & CO LIMITED,R542294303165
R271758126131,Strunibr sane Group Limited,S918207575601
R271889580005,CHITEGL NEW GROUP,R51268354833
R272151348137,Gluni saneles Properties Limited,CR246376658590
R275125961606,Breabrora struni Group,CR91284447390
R277179675397,Bralli & Co Limited,C246613496627
R278748876479,Breabrora Midlands,CR902011179589
R27984851189,GREE COVENTRY GROUP,CR61019235390
R280792219623,Resones II Group Limited,R542294303165
R280870102298,Cheasea & Co Plc,
R283197232459,tanalliglone uk limited,
R283267119362,Sea stree Limited,R716243391063
R28342268589,Sea UK Ltd,S487157171483
R283442515983,resiletan group ltd,CR660703846201
R285276676604,glaneres new international limited,S57279960295
R287366612031,BRONE INTERNATIONAL PLC,CR102968664636
R28748677491,Gree chaneres,C324658304029
R289943412523,Tanonegrane resallistruni International Plc,C291486274793
R291410889209,Brilegr New Group Limited,R949791269966
R291609990421,lesilegl ii,CR119027379060
R293803881585,Tanoraglite Liverpool Limited,R42449533726
R295478144903,Chonebr Liverpool International Limited,CR463634467464
R296026207001,Greastrile Coventry Limited,R914513158356
R296273305904,stree wales plc,R627731674573
R297209789773,Resitechea B Group Ltd,S961455479449
R29728336511,Glile Coventry UK Ltd,R662573207371
R297805899175,Stroraglile Plc,C778639664753
R298129392209,Resonebr resallibr Group,CR987157853704
R298284298741,Gritebr Liverpool UK Limited,R231972754933
R2988688872,Sane & Co Plc,R404345150334
R299123822928,chonegl international ltd,CR916893142597
R299495549293,Lesileres Associated Group Ltd,R684979642676
R2995844411,BRILE CHONE PROPERTIES,S271491157805
R29959225010,Lesileres Old International Ltd,R684979642676
R300033647405,Grea Midlands Group Ltd,C12149984059
R30110666321,Stronetanone International,R46839178093
R30182165191,Taneelesalli Group Plc,C84755214743
R302524179166,Sanetanile London & Co Plc,CR349788832849
R3031544622,Soneresite New Properties Ltd,C436822897812
R303927662594,Grite UK Ltd,R712870442185
R305669915204,Taniletanalli lesea UK,S313405170593
R307075657850,sonestrea land limited,R588654702153
R308056216827,Gree B Properties,CR933706922865
R308333386687,See tanitegr Limited,CR967761584959
R308416853768,gleatan international plc,S57279960295
R308650687003,Tananech UK Ltd,R65737757707
R309325387522,STRALLIBR GRUNITAN INTERNATIONAL LTD,S79352821740
R309753600801,Gree II Group Ltd,CR933706922865
R310569181041,sanelesuni wales plc,S573529880909
R310645960242,STRILELESILE ASSOCIATED PLC,R271332101248
R312722911845,Researes & Co Limited,C329744109865
R316176186093,Gritebr chilebr Land Ltd,R713689431914
R316459453247,glallich new plc,C966270127894
R316564566444,SEA STRILE PROPERTIES,C189980614278
R316620575398,Chitegl glites Properties Limited,CR795762947410
R318699192425,Tanuni Associated,CR334147381489
R319117206721,Resalli resallistr,R660939319408
R319811135363,GRALLITANEA TANUNI UK,R35929259874
R320145564874,LESANESTRALLI WALES LTD,C949357294459
R322783663301,Lesunigrora Land Limited,S770471660122
R324483123501,See breas Plc,R572622580762
R325275734484,CHITESTRUNI MIDLANDS LTD,R350444816882
R326249432070,Sea Liverpool Land Plc,S317239731666
R327252756531,Brunilesone tanallis Properties Plc,S794481448797
R328963734041,Gree tanunilesite Land Plc,CR29173308363
R329598626913,Gree II Ltd,R422132303008
R33144150701,gree strorasea international ltd,R48042242991
R335184364557,Bralli Coventry International Plc,R351224471801
R335674286303,Lesalli Old Plc,R711042343453
R336156432603,Brora Ltd,C262264483037
R337885620018,Tanunilesite tanea Properties,CR94973497590
R3390731121,Brea Properties,S776448291825
R340112814257,chites wales & co ltd,CR972518335476
R341686208568,Lesalli International Limited,
R341756622517,GLEATAN WALES LAND LIMITED,R308416853768
R345252899094,tanuniglea old land ltd,C665903343271
R345351416742,Cheeresora International Limited,C966270127894
R345752739223,Sunich New UK,CR774204321512
R346029797983,sea international,R8357415165
R346222788090,RESALLI LONDON & CO PLC,CR880041495858
R347154423574,suniresuni old ltd,CR141561467233
R3487457039,Tananegrile Associated International Ltd,C84755214743
R349020693160,SUNIRESUNI WALES LIMITED,R860395717497
R349851549640,chora chora group ltd,C500371377607
R350182317414,chora london properties,CR435022104004
R350444816882,Chitestruni London Land Limited,C776668468894
R350941383738,See UK,CR751192313057
R351224471801,bralli wales land,S484032499382
R35287237980,Glaneres Coventry International Ltd,S57279960295
R353522881740,Chile New Group,S160390550818
R355764607564,resunich resorabr,R185419277893
R355844614435,RESALLI GRONEGL & CO PLC,R588654702153
R35596551479,greastrile midlands land plc,S193423877928
R357821297019,lesileres new properties,CR490222687270
R35929259874,Taniletan grallitanea Limited,R486083349658
R3603642107,LESANE PROPERTIES LIMITED,S160047198541
R360428220690,SONELESILE ASSOCIATED PROPERTIES,C958668480001
R361301290800,Resitesora Land,CR593141180224
R361628312901,LESALLI LAND PLC,R307075657850
R362022370457,Soras bralligl Group,C943904796990
R362446403421,TANORALESEE INTERNATIONAL LIMITED,S611198407047
R364902322021,GLALLICH RESEARESEE INTERNATIONAL PLC,S852414462952
R365281345403,gritebr sees,R146356501002
R36560998964,Leseetan Midlands & Co Limited,S221002629627
R366013162675,RESANELES GROUP PLC,S692626961048
R36653657827,GLILEGL LIMITED,CR102968664636
R36967588072,Suniresuni B Limited,C126572648425
R370176431389,Gralli Associated UK Plc,S193354993547
R370185833672,Sanelesuni Liverpool Properties Plc,S688473472051
R370895146429,Strilegr B & Co,CR264486374663
R372312303333,Straneres Wales International Ltd,C803944331958
R373302443130,resanegralli group,C35628323290
R374049548521,tananeresea uk plc,R93371328038
R37622370955,Tanunibree Land Plc,R395768779486
R378995202925,Brile brallibr & Co,R881353583537
R379588440050,tanuni international ltd,
R380605900114,Sallitanuni Properties Limited,S100240634395
R382174897769,sanetanile coventry plc,CR349788832849
R382572968787,Tanoraglite Associated & Co,C374285503648
R382956930139,BRILE LONDON INTERNATIONAL,S271491157805
R383101892673,BRALLI WALES & CO,R4834198659
R38327165003,Gleatan II,R308416853768
R384974447987,Chora Wales Ltd,C500371377607
R38514104753,Strora Properties,CR85759288892
R38539232928,Grallis Liverpool Limited,CR944352133413
R385394123620,GRORA LONDON LAND,C473280412916
R38566730389,sane ii & co ltd,CR318841821464
R386143586539,gree midlands land limited,CR29173308363
R386519200084,Suniresuni taniletanane International,C126572648425
R387013107666,See brea Group Plc,CR509504979564
R387831680059,Gritebr Wales Properties Plc,R997451278184
R389742682038,Strallibr tanilebralli,S79352821740
R39059142650,Strorachee New UK,R74454827078
R392285342183,Resilestr Old & Co Limited,S243171423613
R392358933017,Glallich New Ltd,C966270127894
R392853477611,chitegl ii properties ltd,CR795762947410
R392940951280,Glile UK Plc,CR509504979564
R3932145692,Resuni Land Plc,R357821297019
R394725745888,Brallich Liverpool UK Limited,CR136479728025
R3952976273,Tanora Land,CR16200357998
R395768779486,GREASTRILE MIDLANDS LAND PLC,R43027603035
R39690855373,STRANERES B UK PLC,R448389786533
R39736783747,britetan properties ltd,R825407386183
R397540961987,GRORA SEE PLC,C473280412916
R397843723585,Brunigl Associated & Co Plc,S62808276123
R40232501033,SEA B GROUP PLC,C475440181821
R402593611477,BRONESTRONE UK LTD,
R404345150334,strilelesile lesorabr international limited,R271332101248
R40445994950,Gree B Plc,CR724499462539
R405050395493,RESALLI LTD,C507561709563
R407862113596,Lesalli greeglea & Co,S296478604723
R407930232157,Gleetan Group Ltd,
R4085514568,glilechea & co limited,R43027603035
R410798264899,LESORABR COVENTRY UK,R404345150334
R41194672048,Straneres Old Group,CR591486118458
R412318342475,BRUNILESONE MIDLANDS PROPERTIES,S794481448797
R413024171757,TANEABR LTD,R711042343453
R413672277005,Resitesuni UK Plc,S875834333921
R4150873234,RESALLI STRITE INTERNATIONAL PLC,S95412667768
R415153419356,lesees associated group,R734701416772
R41709818114,GLUNI OLD LAND PLC,S773404608109
R41715450701,Challis New Properties,S308267184470
R41717295124,LESONE,R59414441376
R417819625864,Seastr Liverpool Group Limited,CR223836514978
R418677766599,Resone lesanesalli Group Limited,C934776323096
R41988272444,GRUNI OLD LAND LIMITED,R919756685610
R420397424911,Lesanestralli II & Co,S61480853478
R422132303008,Gree Midlands Land Plc,S332940840982
R423212431638,Suniresuni B Group Ltd,C366835766942
R423995228160,STRANERES B INTERNATIONAL,CR95576835711
R424164157750,strallistr group ltd,R144770447190
R42423788694,Leseetan brile Properties,S221002629627
R42449533726,tanoraglite group plc,S271491157805
R42586685544,Resuni granech Properties,C726313231589
R429073529027,Glunis Plc,C847342952272
R429129567772,stranesora uk ltd,CR318841821464
R429646469449,chitestruni coventry land plc,R350444816882
R43020390074,Stritesora Plc,CR96721391383
R43027603035,GREASTRILE PLC,CR734136983930
R431471515084,SALLIGLEE CHITE PLC,CR885367963690
R43170117713,SUNIS,C858370192866
R432529693020,SUNIRESUNI NEW UK,S190947463282
R434480533722,Gralli Plc,R43027603035
R435157679514,Tanalligl Coventry & Co Ltd,C935746861693
R43532748998,Resitechea Coventry International Ltd,S961455479449
R435737763182,Breestrile,C591367554078
R43720124083,GLUNI ASSOCIATED UK LIMITED,CR15288597844
R437254800525,Resite Wales Land Plc,C451677135861
R437904428185,Strileglee & Co Limited,R529225707151
R440162928976,Tanee New Group Limited,S178331315212
R440372810356,Graneglora Associated Plc,R230606793625
R440701723502,Seastrane,CR795762947410
R441402732829,Sane Associated Limited,CR969933347040
R441427363239,lesanestralli liverpool & co plc,C949357294459
R443601979483,sanegree liverpool properties ltd,CR49340755304
R444971197985,Sanetanile II Plc,R585922217025
R445372701474,SUNIRESUNI LIVERPOOL LTD,R494141357148
R446161960490,Stritechuni Midlands,S588373303576
R446294536004,grorasea limited,R802635784256
R447116741771,Tanuni Wales Land,R510133458128
R447294188871,taneechora plc,R716243391063
R448389786533,Straneres & Co Ltd,S588373303576
R448483323,GLUNI SITE PROPERTIES,CR15288597844
R451622592940,Sanetanile II & Co Ltd,R444971197985
R4530967547,Gleetan Group,
R453968102128,Tanite Wales Group Plc,C124976121037
R45497170698,Resile seegr International Plc,S137591360572
R458197108065,GRILEBREA LAND LTD,CR535304246290
R45863643710,Greastrile stralliglalli Properties Plc,R395768779486
R458637180626,grora b properties plc,C473280412916
R460823358971,Resilestr Wales Land Ltd,S243171423613
R466150885396,Sonelesile New & Co Plc,S946965306891
R46763671953,Gree B Plc,C299430551318
R467822250367,CHITESTRUNI GLUNITANANE LAND PLC,R350444816882
R46839178093,salliglee old & co,S806261652161
R469421498321,Chitestruni Midlands UK Plc,CR801928624634
R472768941220,tanunigl wales international limited,C275167256486
R47344497117,Strallires britegr UK,R24795883507
R474308572969,GRORAGLEE PLC,CR600475967851
R47485084043,Gree II UK Limited,R59414441376
R47707058158,GRITEBR ASSOCIATED & CO PLC,R231972754933
R478274439044,GREE B UK,C954986167499
R479372430921,gritebr new uk limited,R231972754933
R48042242991,Gree Old Properties,CR260574629460
R481060348147,Gritebr II Limited,R146356501002
R48156846185,stroragr land,R277179675397
R4825023707,TANONEGRANE GRONESTR PROPERTIES,S463829941200
R4834198659,Bralli Coventry Limited,R277179675397
R484203405028,gloneresite limited,C189980614278
R48488869352,tananebrea properties limited,CR989054790737
R484974489427,Lesallibrite Plc,R146396598682
R4853775040,stronetan ltd,S564341583169
R486083349658,TANILETAN ASSOCIATED,C561835659951
R487302676199,RESALLI WALES & CO PLC,S95412667768
R488116153050,Sora tanileglile,R883163435488
R490157523099,Breeglone London Limited,C336308768838
R490880962480,Gluni London & Co Plc,S611698724195
R491261705032,Gritebr New & Co,C22527040613
R49210364658,Gluni resalli Properties,R594592226202
R4929118522,Leseares Midlands & Co Plc,C5812563755
R493184553544,Breeglone Liverpool Group Ltd,C336308768838
R494141357148,Strora suniresuni UK Ltd,C591367554078
R494585925637,SONELESILE II LAND PLC,C958668480001
R496521748765,Resanebrone glorales UK,S487157171483
R497555233627,Greastrile Coventry International Limited,S66141111704
R49759745544,Cheagr Associated Plc,CR734136983930
R497656659924,Suniresuni graneresile Properties,R94087614334
R497855678219,gritebr ii ltd,R997451278184
R499715134723,Glea New & Co Ltd,C323961548740
R500637929908,See Old Group Limited,CR509504979564
R501020292516,GLONE GRUNI LAND,S611198407047
R50172495323,See Plc,CR660703846201
R502230410439,Gritebr B Properties,C35628323290
R5049092365,salliglee old properties ltd,CR427002328436
R505166340228,lesane,C329744109865
R505579226694,Stritech resallistrite,CR852538283044
R50583155523,See B International,S145230869099
R50645996627,STRILE,S62808276123
R506683925387,GREE B GROUP LTD,CR260574629460
R507507137289,Resanebrone II Ltd,S487157171483
R507656664872,Seasee Properties Limited,R146356501002
R508106627035,sunich new group,CR774204321512
R508316586425,sanetanile ii ltd,R444971197985
R509321112115,Tanallitan Plc,R444971197985
R510133458128,Tanuni Associated International Ltd,CR334147381489
R510314144608,LESILESTR INTERNATIONAL LIMITED,CR902011179589
R512519102704,Lesees New,R415153419356
R51268354833,Chitegl Coventry International,C9846831911
R51298988401,gree coventry land limited,C299430551318
R513142942102,Gleeglile Wales UK Limited,CR932214331695
R513882861555,Tanuniglea Liverpool & Co,C665903343271
R51558825413,Sea sora International Plc,S765454915942
R515736837229,LESONE LAND PLC,C953584838063
R516208614312,Gritebr II Group Plc,R491261705032
R516262733678,Chitegl London & Co,R51268354833
R516507863697,SUNICH II,CR774204321512
R516666134359,Gleas Old Properties Plc,CR789450836382
R516685233716,GRANE NEW,CR964926351101
R517414759151,Greastrile Wales Land,R395768779486
R517573200003,Suniresuni New Properties Limited,R347154423574
R518140888575,TANANEGRILE OLD & CO,C84755214743
R523516402979,BRILE BRITECHITE LIMITED,R382956930139
R524433954696,GRITEBR MIDLANDS,S262785547976
R52487232234,Sane cheagr Plc,C937219908267
R527589183676,Suniresuni Coventry International Plc,R347154423574
R529225707151,Gree Associated Land Ltd,S416556682145
R52970184262,sea lesoneglea international,R971540704410
R530196846367,Brallich Associated International Ltd,CR136479728025
R53346729158,Tanonegrane Liverpool International Ltd,S264090527646
R533630720764,Resonebr London International Limited,CR987157853704
R535229668575,Cheagr grora Plc,R52487232234
R535449770572,greabr,R594592226202
R536469817880,Resonestree Limited,R271332101248
R53657152391,Lesoneglea greastr Group Plc,CR832577280426
R537280504156,tanonegrane liverpool ltd,S463829941200
R538003848571,BREEGLONE LIVERPOOL GROUP PLC,S692626961048
R54154845925,Seasuni,C35628323290
R542085225097,STRUNIBR MIDLANDS,S918207575601
R542294303165,Resones London International Plc,S344370192613
R542698931342,Gluni chea UK Ltd,S420040260131
R543565463736,Lesitegl & Co,R60777211815
R54481457783,Suni Land Ltd,CR880041495858
R544971731506,Soneresite strorasuni Land,C436822897812
R54627914931,Salliglee Wales UK Plc,S524518995202
R548637406450,Suniresuni New Ltd,S190947463282
R549334290282,Stronestrite International Ltd,S271491157805
R550178516882,Gritebr resitestrone Plc,R146356501002
R551092206302,Seatan Limited,S62808276123
R551149497391,BRITESTR WALES,S569385548440
R551936848438,See Coventry Limited,CR509504979564
R55392676500,STRORABRILE GROUP,C51778518326
R558524918623,Straneres B,R697257440259
R562067644288,Resea gleabr International Ltd,R765465881584
R562180769751,GLALLICHILE UK LIMITED,CR660703846201
R562731513886,Gritebr B Group,CR27633886499
R564798178132,Soratan,CR80593796701
R569438118608,STRANERES BRANETAN PROPERTIES,C803944331958
R572354103490,GRORA LIVERPOOL PLC,R825407386183
R572622580762,SEE ASSOCIATED & CO LIMITED,CR967761584959
R573410325524,Groratanile,CR318841821464
R575515503788,RESALLI LONDON GROUP,R588654702153
R577484526135,Grunistrea sone International Ltd,C44646421472
R578215907781,SALLIGLEA WALES GROUP,R771728523727
R580402852374,Sanetanile B UK,R585922217025
R58293817853,Tanunilesite resunisee UK Limited,R328963734041
R583734558500,LESEARES COVENTRY LAND,CR102968664636
R58385850558,Grallis brile Ltd,S195140718974
R584388953166,Granech Properties Ltd,R725158469599
R585005168566,Lesuni & Co Limited,R883163435488
R585434146739,Gree Midlands,R386143586539
R585922217025,Sanetanile Liverpool International Limited,C953584838063
R588654702153,Resalli London & Co Plc,R904296176253
R590723406473,suniresuni sitebr,CR141561467233
R590980645905,Bronestrone Land,S688035335857
R591563777469,Graneresile Associated Group Limited,R497656659924
R591819899055,gluniglite sea land limited,C180084870801
R592858580,Glone Midlands Properties,S611198407047
R593814844524,GREE COVENTRY UK LTD,CR61019235390
R594138567213,Sonelesile glilechora Properties,C958668480001
R59414441376,Gree Liverpool Properties,C299430551318
R594171734230,Tananegrile Old International Ltd,C84755214743
R594592226202,Gluni Midlands International Plc,CR15288597844
R595851288805,Suniresuni resunistr Land Plc,C366835766942
R595947799241,Chitestrea Properties Ltd,R93371328038
R596389970619,SEES GROUP PLC,CR657940744263
R596819898644,Stritech braneres Group,CR852538283044
R597383605000,STRILELESILE OLD LIMITED,S245938203350
R597921330771,LESILERES RESILETAN UK LIMITED,CR490222687270
R59805599356,Brallich London Group Plc,R394725745888
R600225299526,glileres,C540749923437
R601662483544,Glilech Coventry Properties,C293882128
R602666366674,tanuni striteglone land plc,CR257317165498
R602989539998,Glea Wales Group Limited,C323961548740
R605009896422,grallis tananegr & co limited,R725613547679
R605336764643,Grea strallis Limited,C12149984059
R605348704805,gritebr resalli & co ltd,R853741783320
R606949928508,chea land,R572622580762
R607578276411,Straneres tanorastrile Limited,CR591486118458
R60777211815,SONELESILE WALES UK,S946965306891
R60839577157,Sunich Associated & Co Limited,CR774204321512
R609896896802,LESONERESITE WALES,CR656344193297
R610885404762,grea chee plc,C12149984059
R612055568094,Glunisone & Co Ltd,S245938203350
R614136776709,sea liverpool plc,S317239731666
R614155850801,TANITES INTERNATIONAL,S344370192613
R614591631070,Grallis Liverpool Land,S195140718974
R615992572627,Grora II Land Plc,CR95428484064
R616138743825,Gritebr Wales Land Limited,S892680381245
R618166213908,STRALLITAN WALES INTERNATIONAL,C31554548130
R619485685389,Straneglea Midlands,S997473245448
R620585338590,Lesilegl lesonestr UK,CR119027379060
R621465293483,GREE WALES LIMITED,C299430551318
R622290762326,TANALLIGL SONEGL LIMITED,C935746861693
R623456934123,Chee Land,R860395717497
R62693229987,Salliglea London Properties Limited,R771728523727
R627731674573,stree & co ltd,R684979642676
R628520672257,tanuni coventry international,CR257317165498
R629720853369,Tanunich Old Plc,CR809211692936
R630531699249,Salliglee choneglalli Group,S312285711526
R632388231906,Cheagr London & Co,S159695141697
R632987804078,Lesalligr,R997451278184
R63591036216,Cheaglite Properties Plc,S721297937833
R636979505862,Sallitanuni II,R380605900114
R637674847806,TANEABR LIVERPOOL INTERNATIONAL,C918306506787
R638301162107,sanegree associated plc,CR49340755304
R640248420795,TANILETANALLI LESANESEE,S313405170593
R642598553871,GRALLIS LAND LIMITED,
R642712373588,Straneglea gleestrite Land Plc,S997473245448
R643908947629,GRALLIS TANILE UK,S656885181095
