land_id,company_id
TR676372146512,C403835928361
TR676426515998,R653709434810
TR676448810319,CR83553746062
TR676471456193,R814256406213
TR676474303143,R805943178700
TR676491349382,S504842321794
TR67649203961,CR294531882647
TR676494825693,CR783198615036
TR676514194859,R805110580016
TR676519941829,CR264673710960
TR676599352932,CR874756817358
TR676641439965,R912580200546
TR676667704481,C470685675061
TR67667572518,CR290569187576
TR676713804254,CR95016066646
TR6767214362,S385413546901
TR676791140634,R591819899055
TR676826988434,C11453236465
TR676920503956,CR811166384274
TR676957240749,S608539204331
TR676996137899,C956864658183
TR676998831203,CR506004523070
TR677092179961,R131038522767
TR677117199444,S365579778508
TR677235668836,S468138233432
TR677270522346,S47399595820
TR677305647598,C131474445239
TR677307614100,CR654867845835
TR677348389966,R291609990421
TR677397589425,S583048510534
TR677430163832,R177105721207
TR67743599099,R936337393870
TR677499266813,C349573165350
TR677506800944,S129823627207
TR677553482137,CR310905580460
TR677602206261,CR8690183203
TR677649380675,S365579778508
TR67767430929,CR136479728025
TR677694656803,C555131983189
TR6777376683,C902242338621
TR6777418385,S110110593359
TR677748195861,S675993292454
TR677756231205,C13372708040
TR677759539572,CR95016066646
TR677785545929,C500371377607
TR677791518612,C677013818504
TR677803716531,R2995844411
TR677808234912,CR757199606799
TR677814203500,C55651347661
TR677817865546,R14146819289
TR677862356359,R209582834537
TR677922173948,R429073529027
TR677926664770,C641795813078
TR677997498778,R131038522767
TR67800107723,S223039727902
TR678048340935,R996992171891
TR678051331107,S695180458020
TR678062187515,S969815340294
TR67814329939,R821219382676
TR678166711241,CR87150949837
TR678177221849,CR915977980863
TR67819612748,C122743610118
TR67819666859,CR506004523070
TR678197521960,C902242338621
TR678286856197,R912580200546
TR6783031548,S761931434726
TR678338724932,R805110580016
TR678347724176,C641795813078
TR678367356313,R151919292782
TR678427131575,CR83553746062
TR678482485884,CR373501801
TR678512837811,R653709434810
TR67854794159,S908788533980
TR678548929585,R269418758472
TR678561368778,S581347711553
TR678600490185,CR486101712094
TR678696787502,S232788239882
TR678701305999,C208674463645
TR678710886201,S808744345450
TR67875428208,R996992171891
TR678763382379,R2995844411
TR678866746216,CR310905580460
TR678872989348,C11453236465
TR678884993880,S242445566060
TR678944285333,R871891858267
TR678980971765,C219662665970
TR678992616157,C696792776381
TR679025984619,C127565968843
TR679104726741,S637917689179
TR679130408988,C902242338621
TR679148387505,R397540961987
TR679157286070,S827758731804
TR67916211413,R590980645905
TR679168242925,R12996266868
TR679282205554,CR63726159656
TR679308390082,R681239563875
TR679323242697,R47707058158
TR679335284510,C902242338621
TR679336989810,CR432610693265
TR67942499429,CR988813318611
TR67947277356,S583048510534
TR679531733818,S129823627207
TR679537127913,S609832720437
TR679540563816,CR432610693265
TR679568584146,R23776857499
TR679577605250,CR915977980863
TR67959812770,S223039727902
TR679602710453,CR95016066646
TR67966110814,S994888439568
TR679671884858,R83333660646
TR679711456802,S3204071518
TR679744217420,CR757199606799
TR679753873994,C381290136160
TR679776951190,S583048510534
TR679825572632,R83333660646
TR679882536581,C221878844816
TR679903910213,R919756685610
TR679909966910,CR61848145612
TR6799589253,S504842321794
TR67996645359,R666470705229
TR679970354224,C11453236465
TR680055722568,CR206004380361
TR680090924072,C127565968843
TR68010549198,S608539204331
TR680143129981,C332521205056
TR680144407749,S520447518974
TR680175693387,CR713482463859
TR680176811534,R809467187738
TR680299907506,S675993292454
TR680323554393,C918306506787
TR680333399860,R912580200546
TR680335776502,S110110593359
TR680349120107,S35506426664
TR680370854826,S385413546901
TR68037346475,R681239563875
TR680374768146,CR432610693265
TR68038110228,C577089955578
TR680383465605,C36574055434
TR680483634281,C632792596596
TR680485384325,R717615300617
TR680514934283,S3204071518
TR680598247288,R269418758472
TR680646567820,CR310905580460
TR680656867541,R849627309056
TR680667774650,C20695518246
TR680795741066,S695180458020
TR680837571527,R867531838668
TR680855979986,C221878844816
TR680856198756,R48156846185
TR680874138441,CR915977980863
TR68087805652,R996992171891
TR680885961821,R912580200546
TR68091301284,C40648968635
TR680922686956,R717615300617
TR680922905910,CR774204321512
TR680924336794,S375549183226
TR68092744218,R936337393870
TR680960644816,C659685682807
TR680962460449,C641795813078
TR680972263568,R853376939554
TR681009243502,C208674463645
TR681085910090,CR727560947210
TR681172896689,C857143432536
TR681190876240,S872589248462
TR68119901152,CR310905580460
TR681223696683,S55039215188
TR681263246165,S110110593359
TR6813045298,R990724975152
TR681328478430,CR294531882647
TR681360507124,R397540961987
TR681405883135,R733556529584
TR681415645294,R591819899055
TR681502745903,S952330424674
TR681510148212,R585005168566
TR681521367774,R912580200546
TR681532783550,R805110580016
TR681543825067,S167987957665
TR681571571646,C295212267364
TR681596596285,C850618627983
TR681607439182,CR706261205313
TR681640567557,R912580200546
TR6816921329,C696792776381
TR681696836069,R245333689855
TR681734566563,C40648968635
TR681736608025,R733556529584
TR681742336352,R717615300617
TR68175030130,S637917689179
TR681751793086,CR29173308363
TR681764862936,R666470705229
TR68180716239,CR323985274332
TR681902307515,R23776857499
TR681964744816,R912580200546
TR68197120411,S952330424674
TR681975796283,R809467187738
TR681996521275,S609832720437
TR68206465822,S55039215188
TR682069429867,S178331315212
TR682078933168,S242445566060
TR682111739980,S952330424674
TR682119938994,R83268455149
TR682153755121,S908788533980
TR6821635265,C470685675061
TR682171732672,S71562236819
TR682207334168,S365579778508
TR682291472628,R269418758472
TR682312614854,C744892535225
TR682354608692,R652026353427
TR682395317928,C623482292023
TR682407423924,C46483268431
TR682413865932,S3204071518
TR682454796456,R269418758472
TR682456582726,R392940951280
TR682472759854,C221878844816
TR68248234476,CR713482463859
TR682520944859,R717615300617
TR682530990345,CR974353914474
TR682635398706,S110110593359
TR682660494472,C131474445239
TR682687239807,C13372708040
TR682712656318,R7747895548
TR682772766444,S908788533980
TR682849264540,C994840160544
TR682934359077,R245333689855
TR682979302471,R996992171891
TR683034113581,S341935930538
TR683054738262,CR206004380361
TR683059204981,CR713482463859
TR68307526052,C724699867627
TR683102949916,S178433510159
TR683125304401,CR69735252366
TR683131233872,S583048510534
TR683148235577,S178331315212
TR68318257802,R666470705229
TR683208718737,S223039727902
TR683232368504,CR853956581654
TR683300790022,S952330424674
TR683403444465,CR136479728025
TR683431534048,R291609990421
TR683464847960,CR80335448539
TR683512486074,R912580200546
TR68352158758,C55841182577
TR683559908976,S385413546901
TR683565653801,S608539204331
TR68356799386,S178433510159
TR68361452245,S994888439568
TR683615916416,R83268455149
TR683669477810,S47399595820
TR683751798064,CR792377376664
TR683775523082,C500371377607
TR68377565907,C914816594822
TR683789851502,R996992171891
TR683852723590,R990724975152
TR683855239470,R291609990421
TR683856899044,S583048510534
TR683919348245,R177105721207
TR683931299663,C295212267364
TR683934127401,C37094815689
TR683968237565,C113883303122
TR683999350737,C668620257542
TR68403293400,C331098755990
TR684046685482,R48156846185
TR684104226130,R23776857499
TR684224620706,C221878844816
TR68424173923,R733556529584
TR68434293598,CR974353914474
TR684379567527,CR953001315927
TR68439733092,C198751675116
TR684425142408,CR848368971683
TR684435812884,R48156846185
TR684460384960,CR83553746062
TR684479800644,R590980645905
TR684484616048,R585005168566
TR684498930955,S350267378795
TR684549596102,C13372708040
TR684567864532,C538548926956
TR684575712882,C20695518246
TR684648128449,CR102968664636
TR684649476741,CR922291157783
TR684711521480,R478274439044
TR684714416246,C113883303122
TR684770323132,S952330424674
TR684787127026,C319202184199
TR684837459094,CR80335448539
TR68485322050,C127565968843
TR68493252919,CR974353914474
TR684942483507,C12149984059
TR684952314352,R14146819289
TR684969868140,C641795813078
TR68498779169,C260483934511
TR685021848909,S808744345450
TR685033535024,R429073529027
TR685050227456,R84565275715
TR685088220605,C902242338621
TR685139582170,S178433510159
TR685148499371,S350267378795
TR685163271712,R681239563875
TR685279791929,CR432610693265
TR68528664340,R805110580016
TR685338434238,S178433510159
TR68534362785,S88247586149
TR68535430133,CR915977980863
TR6853723261,C127565968843
TR685401916939,C6550062356
TR685463618491,R591819899055
TR685468649508,R653709434810
TR685543373322,R805943178700
TR685574213161,R653709434810
TR685575698301,R291609990421
TR685577537818,CR654867845835
TR685613603,CR432610693265
TR68562662908,CR713482463859
TR685643418526,S908788533980
TR685651318101,C670799455101
TR685659675380,CR915977980863
TR685663386608,R668887724510
TR685666229409,CR102968664636
TR6857083747,R810778651553
TR685783297521,CR923917438195
TR685788676944,C349004818744
TR68581016233,C110573369242
TR685816817976,CR320220694115
TR685817190154,CR713482463859
TR685860835995,CR114120579704
TR68587665869,C37094815689
TR685942497478,S908788533980
TR686000253508,S375549183226
TR686038612422,CR373501801
TR686058897624,S60176329917
TR68610412544,S350267378795
TR686144964446,R996992171891
TR686171982509,S178331315212
TR68618893538,R48156846185
TR686211417247,S234650831198
TR686241188327,C275167256486
TR686241910826,C349573165350
TR686251730302,R291609990421
TR6862802186,R83268455149
TR686291832224,R668887724510
TR686334478228,CR162754792388
TR686337661185,CR783198615036
TR68636987930,R681239563875
TR686378458092,R177105721207
TR686406264502,CR49340755304
TR686426971716,C465489125192
TR686448144717,S201476103199
TR686502740715,R964953809460
TR686531972632,C20695518246
TR686544195841,R245333689855
TR686575959274,C55651347661
TR686589954372,S952330424674
TR686607494614,R936337393870
TR686651251251,R429073529027
TR686661392945,C665903343271
TR686725490189,CR43246051644
TR686729662453,S77761530024
TR686747727542,CR713482463859
TR686776119942,CR80335448539
TR686780971947,S675993292454
TR686821946961,R666470705229
TR686844862203,S350267378795
TR686880232611,C280896198612
TR686925846835,S3204071518
TR686968564483,CR702008838130
TR687019447533,C148980301352
TR687031858586,S908788533980
TR687058126210,C902242338621
TR68706344750,CR654867845835
TR687118194024,R48156846185
TR687156363082,R16412228157
TR687157165,CR95016066646
TR687161905261,R590980645905
TR687185878474,R733556529584
TR68720757884,S3204071518
TR687238423410,C902242338621
TR687268255196,S808744345450
TR687305734437,C524314336416
TR687445926813,R48156846185
TR687466450048,R996992171891
TR687479802689,S129823627207
TR68749838840,CR377682598632
TR687510517847,C696792776381
TR687559200056,R96630368062
TR687566359361,C918306506787
TR687582504008,R814256406213
TR687593441029,R717615300617
TR687673205786,CR432610693265
TR687703321101,S350267378795
TR687705950560,R912580200546
TR687736212889,CR713482463859
TR687736968001,S223039727902
TR68777523992,R54481457783
TR687832241270,S846714920570
TR687837393019,CR853956581654
TR687844757636,S59473485746
TR687878814803,R429073529027
TR687886487258,R990863239543
TR687895987698,S234650831198
TR68790529064,C767239668292
TR687909353029,CR713482463859
TR687983945581,C12149984059
TR688097136432,S583048510534
TR688114426073,R849627309056
TR68814803426,S234650831198
TR688221593512,S178331315212
TR68829995073,R83268455149
TR688345747112,C918306506787
TR688370722156,S223039727902
TR688407866900,S242445566060
TR688467222093,CR310905580460
TR688474327502,R48042242991
TR688488377361,S178331315212
TR688536703383,R83268455149
TR688590480844,R83268455149
TR688596222598,CR83553746062
TR688637246814,S341935930538
TR688693808280,R177105721207
TR688730247440,C36574055434
TR688734475195,CR713482463859
TR688811733141,CR713482463859
TR68882558506,R291609990421
TR688830958852,S178331315212
TR688854906176,S653986615614
TR688887797000,CR654867845835
TR688923795648,R151919292782
TR68893266646,S178331315212
TR688944434489,R805943178700
TR689014842737,S234650831198
TR689032185214,S318858974713
TR689047714972,C33401170587
TR689055306791,R54481457783
TR689064167775,R245333689855
TR689084805522,C696792776381
TR689097970962,R805943178700
TR6891821908,C641795813078
TR689183624729,R429073529027
TR689210356455,R788051326077
TR689266135950,R990724975152
TR68926614146,CR232444471110
TR689310193840,C921786706840
TR689376987672,R14146819289
TR689380112867,CR83553746062
TR689381186969,CR432610693265
TR689393941653,S827758731804
TR689409707728,R912580200546
TR689494122503,CR310905580460
TR689494832995,C617207532761
TR68959070448,R151919292782
TR689617306514,C696792776381
TR689630278811,CR310850695011
TR689640515524,CR114120579704
TR68964437806,R997475887918
TR68969617424,R12996266868
TR689708116359,R478274439044
TR68971114075,R48156846185
TR68976350310,R653709434810
TR68976553704,R83333660646
TR689766795823,CR915977980863
TR689784492674,CR87150949837
TR689817493102,R177105721207
TR689835169816,S708712431537
TR68986381898,CR702008838130
TR689886244604,R652026353427
TR689902515523,CR206004380361
TR689914823486,S637917689179
TR689936530771,CR531858874330
TR689994890133,R291609990421
TR690080312359,S583048510534
TR690125682486,C275167256486
TR690127385106,C378823819744
TR690224333086,CR310905580460
TR690242644915,R936337393870
TR690243455230,R335184364557
TR690244623851,R478274439044
TR69027220445,C110573369242
TR69027467343,CR432610693265
TR690332292682,R928087587436
TR69037316740,CR69735252366
TR690419816626,CR922291157783
TR690440749278,R291609990421
TR690455913727,C524314336416
TR690459969035,C918306506787
TR690461722352,R131038522767
TR69055117337,C275167256486
TR690572424003,R14146819289
TR69063122419,R809467187738
TR690660772154,CR432610693265
TR69067166823,R47707058158
TR690681734495,S234650831198
TR690684238895,S872589248462
TR690700427926,C641795813078
TR690700910641,C980295860804
TR690703705743,C68371135703
TR690725220778,S234650831198
TR690729831174,S178433510159
TR690731784001,C918306506787
TR690765302946,C219662665970
TR690833803372,S3204071518
TR69083763033,R502230410439
TR690848693849,S35506426664
TR69085701526,C665903343271
TR690884428767,C918306506787
TR690905288469,CR874756817358
TR690931866889,R7608595934
TR690939714989,C463623513240
TR690944856854,R23776857499
TR690963802658,S178331315212
TR690973159661,R590980645905
TR691008831891,CR757199606799
TR691032234271,R84565275715
TR691038312770,S952330424674
TR69104182700,C49953832423
TR69105101475,CR49340755304
TR69105927963,R151919292782
TR691080883835,R392940951280
TR691091422018,S504842321794
TR691112628896,S439715196849
TR69112458871,CR713482463859
TR691125911215,R209582834537
TR691168412617,C696792776381
TR69121388884,R131038522767
TR69125126391,S827758731804
TR691254410661,S675993292454
TR691322392911,C696792776381
TR691355913086,R48156846185
TR691359462770,R990724975152
TR691363655358,S952330424674
TR69139154274,S375549183226
TR691397282803,R54481457783
TR691407793817,CR656344193297
TR691420235873,C857143432536
TR691445866917,C767239668292
TR691446225723,C46483268431
TR691493485349,R7747895548
TR691547738874,CR915977980863
TR691555860121,CR702008838130
TR691671324140,S908788533980
TR691683392856,R269418758472
TR691687466208,R291609990421
TR691713251661,R397540961987
TR691744883922,C6550062356
TR691745400895,C670799455101
TR691749532384,CR294531882647
TR691794257596,CR987412439042
TR691816951952,R14146819289
TR691926209664,R48156846185
TR691943527448,S183881695792
TR691946681827,S994888439568
TR691948580589,CR953001315927
TR691966435584,C994840160544
TR69199177791,S637917689179
TR692010958921,CR853956581654
TR69204109312,R849627309056
TR692056546594,R990724975152
TR69207356036,R119341965993
TR692105267070,S808744345450
TR692141589618,S653986615614
TR69215326660,R47707058158
TR692187424803,R23776857499
TR692231304320,C696792776381
TR692233503242,C538548926956
TR692243532438,R478274439044
TR692259643014,R590980645905
TR692274471989,S827758731804
TR692280781067,CR373501801
TR69229145219,S675250864354
TR69233545960,CR848368971683
TR692346518167,C670799455101
TR692353681567,S3204071518
TR692448309432,CR8690183203
TR69247343051,R119341965993
TR692498341864,CR8690183203
TR69252614589,CR8690183203
TR692549839173,R653709434810
TR692564153477,S583048510534
TR692569151058,R386143586539
TR692573175524,C381290136160
TR692579512890,S583048510534
TR692638550044,C914816594822
TR692714751583,S59473485746
TR692735387580,C857143432536
TR692756540481,C47101191941
TR692780295245,S827758731804
TR692786826560,C902242338621
TR692793191792,C278966607127
TR692830409994,S242445566060
TR692839691541,R2995844411
TR692862599898,S520447518974
TR692870549187,CR874756817358
TR692891114468,C221878844816
TR69292882699,S178331315212
TR692929969905,C857143432536
TR692944106239,CR65640478814
TR692964223906,CR87150949837
TR693072309105,R814256406213
TR693093846583,C902242338621
TR693133718745,CR294531882647
TR693172696792,C20695518246
TR693215507418,S637917689179
TR69324431612,S385413546901
TR69324919323,CR988813318611
TR693280868382,S520447518974
TR69331282203,R717615300617
TR693316860719,R964953809460
TR693325152098,S401674175125
TR69336052732,CR757199606799
TR693361187302,S583048510534
TR69339428271,R392940951280
TR693397713895,CR967010286568
TR693398949248,C295212267364
TR693404648864,S234650831198
TR693405232923,S761931434726
TR693424349783,S908788533980
TR693552540650,R652026353427
TR693646230369,CR853956581654
TR693666440701,R12996266868
TR69368104913,CR713482463859
TR693700657467,S637917689179
TR693719236476,S583048510534
TR693757216233,R814256406213
TR693758522433,R46839178093
TR693779483463,CR654867845835
TR693823755870,C659685682807
TR693827246931,C30870158900
TR693835979292,S908788533980
TR693849585536,CR373501801
TR693860557867,R151919292782
TR693861290968,C908550137579
TR693878169854,CR757199606799
TR6938944132,R668887724510
TR693907786216,S178433510159
TR694008257414,R805943178700
TR694018622301,S808744345450
TR69405024218,C850618627983
TR694066497090,S952330424674
TR694068423635,C902242338621
TR69407072837,CR172119223289
TR694084620450,S129823627207
TR694087339833,S178433510159
TR694133641870,C40648968635
TR694160353052,S908788533980
TR6941682847,S365579778508
TR69419442703,R337885620018
TR694200852570,R564798178132
TR694212141789,CR270220684838
TR694295533752,R209582834537
TR69433522880,C12149984059
TR694335702699,C914816594822
TR694342823145,R119341965993
TR694347470753,CR922291157783
TR694349593426,R590980645905
TR694365912477,CR486101712094
TR694398723095,CR69735252366
TR694434351783,CR290569187576
TR694443610359,C110573369242
TR69444383483,C20695518246
TR694469617835,C349573165350
TR69450994820,S318858974713
TR69455337556,C381290136160
TR694616473683,CR874756817358
TR69463986023,R811611199001
TR694712854665,S375549183226
TR6947470276,S608539204331
TR694782743203,C110573369242
TR694789933020,C349573165350
TR694841733553,CR853956581654
TR69486387097,R990724975152
TR694894925606,R151919292782
TR694910273506,C208674463645
TR694961309904,CR206004380361
TR694985629833,CR323985274332
TR694994185809,R370176431389
TR695038616004,C850618627983
TR69509721103,C827590720103
TR695166195004,C903377409498
TR695182213774,C110573369242
TR695190453752,S609832720437
TR695198388767,CR102968664636
TR695225242405,R429073529027
TR695228219764,S385413546901
TR695356452707,S827758731804
TR695361195981,S375549183226
TR695361526819,R397540961987
TR695377496390,R14146819289
TR695383436704,R308416853768
TR695385321944,C956864658183
TR695403903554,R14146819289
TR695451709713,S637917689179
TR695470644160,C902242338621
TR695492660034,C538548926956
TR695521911396,CR61848145612
TR695555379619,R668887724510
TR695559298011,CR65017088359
TR695570231377,R814256406213
TR695600722711,CR206004380361
TR695640314847,CR83553746062
TR695654915749,C110573369242
TR695667311417,S761931434726
TR695677590916,CR432610693265
TR695678600819,CR915977980863
TR695690545041,C131474445239
TR695718146905,C122847920540
TR695746187219,CR95016066646
TR69574703392,S35506426664
TR695814353222,C110573369242
TR69583411217,C278966607127
TR695857479285,S86253713888
TR69594819871,R14146819289
TR69601796199,S644620252216
TR696021675956,C295212267364
TR696028774512,S750415880604
TR696070699895,CR915977980863
TR6960723146,R245333689855
TR696128401720,R591819899055
TR696143471882,R990724975152
TR696162988308,C349573165350
TR696168758448,R805110580016
TR696181799518,C617207532761
TR696186345183,R151919292782
TR696195792993,C219662665970
TR696215340270,CR95016066646
TR6962243620,R23776857499
TR696245497000,S47399595820
TR696256722900,CR713482463859
TR696286689812,S350267378795
TR696372163887,S178433510159
TR69640456562,C349573165350
TR696425660128,S375549183226
TR696442977181,C659685682807
TR696456717463,CR973006857846
TR69646266635,CR290569187576
TR69647033103,S242445566060
TR696508933977,R996992171891
TR69661676779,S675993292454
TR696627100364,CR526921733772
TR69666722053,R936337393870
TR696712865498,C295212267364
TR69674168044,C198751675116
TR696759374973,CR777832917327
TR696760876221,R964953809460
TR69681212335,CR432610693265
TR696814681427,C198751675116
TR696838319100,R209582834537
TR696856449386,S872589248462
TR696858826124,CR17951977015
TR696904602162,CR102968664636
TR696922162089,CR219598985242
TR696942571091,R2995844411
TR696966471063,C55651347661
TR696996382808,C908550137579
TR697078902080,C110573369242
TR697086686061,CR922291157783
TR697236620151,S653986615614
TR697272783573,R14146819289
TR697316224624,S872589248462
TR697391514961,CR294531882647
TR69742154651,R814256406213
TR6975319234,S890862610895
TR69755696511,R591819899055
TR697561955344,S242445566060
TR697602181151,R177105721207
TR697627363320,C127565968843
TR697634367751,C40648968635
TR697635814350,S110110593359
TR697761884790,R83268455149
TR6977744707,C371829173428
TR69778722657,CR811166384274
TR697792373840,R48156846185
TR697812474240,CR49340755304
TR697836246050,S3204071518
TR6979711014,CR83553746062
TR698020957622,C918306506787
TR69802130862,S35506426664
TR698045193044,R849627309056
TR698058417526,C40648968635
TR698107681377,CR87150949837
TR698107691841,R585005168566
TR698134216345,CR80335448539
TR69818336573,S872589248462
TR698207165250,C538548926956
TR698227914276,C99989495688
TR698308994580,C6550062356
TR69831416079,C70100506313
TR698334106620,CR757199606799
TR698337287144,S908788533980
TR698449394763,S639586767467
TR698502630258,S504842321794
TR698536747165,S365579778508
TR698541447820,C70100506313
TR698553390419,R912580200546
TR69856123459,C465489125192
TR69856891622,R397540961987
TR698579273002,C378823819744
TR698581797351,R14146819289
TR69861309661,CR119027379060
TR698630308263,CR87150949837
TR698643665727,R810778651553
TR698653859354,S608539204331
TR6986986729,R48156846185
TR698743421381,CR915977980863
TR698760579160,S994888439568
TR698778166214,R47707058158
TR698780495700,CR206004380361
TR698796293232,C500371377607
TR698809779022,S385413546901
TR69882518847,C498567266942
TR69882677389,R990724975152
TR698861344831,CR713482463859
TR698866234444,S872589248462
TR698874417772,R47707058158
TR698882433675,C349573165350
TR698907528056,C659685682807
TR698981146243,CR654867845835
TR699002747413,C37094815689
TR69900427790,C221878844816
TR699046699335,R668887724510
TR699080109825,S872589248462
TR699103726027,S583048510534
TR699107163280,CR922291157783
TR699143926819,CR49340755304
TR699152503675,CR547929536713
TR699160691373,C641795813078
TR699181742912,R83333660646
TR699211640302,S223039727902
TR699233857561,S439715196849
TR699253325829,C280896198612
TR69927979998,S77761530024
TR699359576192,S644620252216
TR699430140638,R447116741771
TR699470605852,R16412228157
TR699485381833,R652026353427
TR699489640460,CR713482463859
TR699489943780,R814256406213
TR699522423107,CR290569187576
TR69955471800,S374183203303
TR699573417734,R291609990421
TR699653538442,R88077843873
TR699662559772,R814256406213
TR699669736778,CR922291157783
TR699762582539,CR811166384274
TR699772586100,CR432610693265
TR699798357515,C6550062356
TR699833640251,CR915977980863
TR699838818136,CR547929536713
TR699850480605,CR114120579704
TR699899837855,S223039727902
TR699905685062,R990724975152
TR699957862777,R590980645905
TR699988885770,C55651347661
TR700000506062,R805110580016
TR700005878787,CR656344193297
TR700009894982,R585005168566
TR700027251622,R84565275715
TR70003396931,CR310850695011
TR700076647546,R84565275715
TR700095772126,S952330424674
TR700146553359,R96630368062
TR700200317035,S234650831198
TR700250774654,CR87150949837
TR700254625273,R16412228157
TR70026607672,R84565275715
TR700332269341,R564798178132
TR70044821090,R18639835065
TR70045389457,R16412228157
TR700460104713,R805943178700
TR70049104104,C20695518246
TR700507550898,C918306506787
TR7005353866,R48156846185
TR70056318883,R7747895548
TR700585428835,C850618627983
TR700676724037,S770402448167
TR700731914812,C430269219657
TR700759820725,S167987957665
TR700799473675,CR95016066646
TR700823341003,C538548926956
TR70082920666,R668887724510
TR70083151030,R805110580016
TR700831936136,CR310905580460
TR70084208858,S608539204331
TR700868616392,CR967010286568
TR700948993915,S385413546901
TR700989990151,CR974353914474
TR700992122537,S129823627207
TR70099344494,C696792776381
TR701019214320,C278966607127
TR701067651317,S3204071518
TR701084311729,C20695518246
TR701088323942,S167987957665
TR7011403956,CR713482463859
TR701174419023,R814256406213
TR701187446893,C850618627983
TR701216455524,CR136479728025
TR701239502879,R16412228157
TR701240457466,R811611199001
TR701256429707,R591819899055
TR701258806503,C921786706840
TR701316469495,C538548926956
TR701330468230,R337885620018
TR701381500132,CR757199606799
TR701449834008,S167987957665
TR701482716347,C49953832423
TR70149836365,S223039727902
TR7015041388,R996992171891
TR701517081,S223039727902
TR701523231213,C857143432536
TR70157853292,CR60914812857
TR701608173621,R811611199001
TR70162211126,S375549183226
TR701628269478,R16412228157
TR701648860103,C696792776381
TR701672927904,CR29646441286
TR701741667611,S583048510534
TR701752455503,CR80335448539
TR701758276420,R478274439044
TR7017770743,R814256406213
TR701793245983,R733556529584
TR701827563905,R291609990421
TR701833240806,CR713482463859
TR701853939425,R209582834537
TR701857825973,CR102968664636
TR70186936951,CR206004380361
TR701874776545,R591819899055
TR701878747296,R23776857499
TR701889142492,CR432610693265
TR701905184669,CR915977980863
TR701917343032,CR795705730009
TR70192857128,CR915977980863
TR701951601194,R997475887918
TR701968308351,R151919292782
TR702026533244,R585005168566
TR702042941936,CR783198615036
TR7020470242,C850618627983
TR702049737394,R652026353427
TR702053614407,R964953809460
TR702055822091,CR83553746062
TR702186978337,R805943178700
TR702296391016,R652026353427
TR702328369578,C20695518246
TR702349792693,R429073529027
TR702397764540,R653709434810
TR702506252457,CR49340755304
TR702518703057,R209582834537
TR7025654402,R478274439044
TR702566667440,R585005168566
TR702587386289,R681239563875
TR70262126909,R666470705229
TR702714225227,R269418758472
TR702735484834,S937878799371
TR702767546571,S808744345450
TR702799702259,C538548926956
TR702822950658,CR777832917327
TR702838161447,S178433510159
TR702840461102,S849156716011
TR702852811383,R54481457783
TR702934844640,S637917689179
TR703007667150,S385413546901
TR70302991099,CR874756817358
TR703066212656,S60176329917
TR703103715040,C219662665970
TR703105287490,C219662665970
TR70311711052,CR83553746062
TR703140634190,CR46500379932
TR703199183191,C850618627983
TR703235486959,R245333689855
TR703243824540,S841034185441
TR703304770926,R564798178132
TR703391559900,S637917689179
TR703395700516,R54481457783
TR703412631595,R83333660646
TR703479312608,CR290569187576
TR703482260978,CR95428484064
TR703530735837,CR323985274332
TR703562393504,R119341965993
TR703568429645,CR757199606799
TR703613692527,CR264673710960
TR703621895280,C331098755990
TR703629729909,S484032499382
TR703634917798,R590980645905
TR703665861105,CR974353914474
TR703680755331,C260483934511
TR703682651246,R177105721207
TR703731173563,R7747895548
TR703749909749,C6550062356
TR703758677982,C696792776381
TR703823196252,R990724975152
TR703851867928,S223039727902
TR703864761915,S35506426664
TR703868107143,C40648968635
TR703888743779,C850618627983
TR70390591613,S608539204331
TR703918121545,R912580200546
TR703959218112,S375549183226
TR704103815065,R151919292782
TR704145236083,R805110580016
TR704154707403,R245333689855
TR704174460546,S535421265493
TR704183585056,C110573369242
TR704213490457,C260483934511
TR704261369484,S675993292454
TR704342618721,C6550062356
TR704353255839,R990724975152
TR704377762210,S994888439568
TR704509161398,CR777832917327
TR704513869186,CR489378824854
TR70460595540,S890862610895
TR704742553707,S3204071518
TR704826654833,C641795813078
TR704832289927,S232709415599
TR704857456219,S486332698466
TR704947854549,C349573165350
TR705000286475,S5251203433
TR705029759684,CR922291157783
TR705112937216,R245333689855
TR705170750923,CR69735252366
TR705200865126,CR654867845835
TR705212121623,S608539204331
TR705213946745,S223039727902
TR705238192557,S675993292454
TR705288961435,R14146819289
TR70529785904,CR87150949837
TR705320159741,S583048510534
TR705320838052,C632792596596
TR705332990477,C902242338621
TR705351417087,S827758731804
TR705375826251,S86253713888
TR705497289344,R83268455149
TR705565302977,R668887724510
TR705588232751,C122743610118
TR705605177377,R337885620018
TR705634769784,C349573165350
TR705668348097,CR915977980863
TR705679598362,C99989495688
TR70568684757,S827758731804
TR705717730226,R209582834537
TR705745957952,R964953809460
TR705808710342,R990724975152
TR705811522790,R429073529027
TR70581305123,S232709415599
TR705813890252,CR795705730009
TR705823152536,CR61848145612
TR705846737061,C221878844816
TR705848641560,S232709415599
TR705850270199,CR874756817358
TR70588491706,S178433510159
TR705923737688,R990724975152
TR705937877658,R467822250367
TR70594752684,S439715196849
TR706021527995,C623482292023
TR706058117843,R7747895548
TR706125598956,CR80335448539
TR706143450055,R429073529027
TR706148528182,S872589248462
TR70615693671,C741916270689
TR70619636537,S129823627207
TR706225724590,R912580200546
TR70622829254,R151919292782
TR706230163922,S994888439568
TR70629468179,C44646421472
TR706333244708,C980295860804
